,movieId,tag,dark,funny,ferell
2437,32160,queue,5,4,5
2438,32371,In,4,4,6
2438,32371,Netflix,7,7,5
2438,32371,queue,5,4,5
2439,32582,birds,4,5,5
2440,32582,parrots,5,7,6
2441,32584,fatherhood,8,9,7
2442,33154,business,8,6,7
2443,33154,money,5,3,5
2444,33154,scandal,6,6,6
2445,33166,racism,5,6,6
2446,33493,space,4,5,6
2447,33493,space,4,5,6
2447,33493,opera,4,5,5
2448,33660,boxing,6,5,6
2449,34271,hip,4,5,6
2449,34271,hop,4,5,6
2450,34359,pregnancy,8,6,8
2451,34405,Firefly,6,6,4
2452,34437,In,4,4,6
2452,34437,Netflix,7,7,5
2452,34437,queue,5,4,5
2453,34482,In,4,4,6
2453,34482,Netflix,7,7,5
2453,34482,queue,5,4,5
2454,34528,pregnancy,8,6,8
2455,34542,Animal,6,6,5
2455,34542,movie,5,5,6
2456,34542,bears,3,5,5
2457,35015,Animal,6,6,5
2457,35015,movie,5,5,6
2458,35015,In,4,4,6
2458,35015,Netflix,7,7,5
2458,35015,queue,5,4,5
2459,36517,Africa,5,5,5
2460,36517,business,8,6,7
2461,36517,politics,8,8,8
2462,36527,mathematics,10,11,10
2463,36535,In,4,4,6
2463,36535,Netflix,7,7,5
2463,36535,queue,5,4,5
2464,37240,In,4,4,6
2464,37240,Netflix,7,7,5
2464,37240,queue,5,4,5
2465,37729,06,4,5,6
2465,37729,Oscar,4,5,6
2465,37729,Nominated,8,8,9
2465,37729,Best,4,5,5
2465,37729,Movie,5,5,6
2465,37729,-,4,5,6
2465,37729,Animation,8,9,9
2466,37733,In,4,4,6
2466,37733,Netflix,7,7,5
2466,37733,queue,5,4,5
2467,37736,Dickens,6,6,6
2468,37741,Truman,6,5,6
2468,37741,Capote,5,6,6
2469,38038,06,4,5,6
2469,38038,Oscar,4,5,6
2469,38038,Nominated,8,8,9
2469,38038,Best,4,5,5
2469,38038,Movie,5,5,6
2469,38038,-,4,5,6
2469,38038,Animation,8,9,9
2470,38038,Aardman,5,7,6
2471,38061,In,4,4,6
2471,38061,Netflix,7,7,5
2471,38061,queue,5,4,5
2472,38886,divorce,5,7,7
2473,39234,courtroom,8,8,8
2473,39234,drama,3,5,5
2474,39234,In,4,4,6
2474,39234,Netflix,7,7,5
2474,39234,queue,5,4,5
2475,39292,In,4,4,6
2475,39292,Netflix,7,7,5
2475,39292,queue,5,4,5
2476,39292,journalism,9,8,8
2477,39292,McCarthy,6,7,7
2477,39292,hearings,6,7,6
2478,39292,Morrow,5,6,5
2479,40583,In,4,4,6
2479,40583,Netflix,7,7,5
2479,40583,queue,5,4,5
2480,40629,In,4,4,6
2480,40629,Netflix,7,7,5
2480,40629,queue,5,4,5
2481,40815,Magic,4,5,6
2482,40815,Wizards,5,7,7
2483,40819,Johnny,6,3,6
2483,40819,Cash,3,5,6
2484,41566,C.S.,4,5,6
2484,41566,Lewis,5,5,5
2485,41997,In,4,4,6
2485,41997,Netflix,7,7,5
2485,41997,queue,5,4,5
2486,42002,In,4,4,6
2486,42002,Netflix,7,7,5
2486,42002,queue,5,4,5
2487,42740,In,4,4,6
2487,42740,Netflix,7,7,5
2487,42740,queue,5,4,5
2488,32,Brad,4,5,5
2488,32,Pitt,4,5,6
2489,32,Bruce,5,5,5
2489,32,Willis,6,6,6
2490,32,mindfuck,6,7,8
2491,32,Post,4,5,6
2491,32,apocalyptic,10,10,10
2492,32,post-apocalyptic,15,15,15
2493,32,remake,5,6,5
2495,32,twist,5,5,6
2495,32,ending,5,5,6
2496,34,villain,6,7,7
2496,34,nonexistent,11,9,9
2496,34,or,3,5,5
2496,34,not,4,4,6
2496,34,needed,6,6,5
2496,34,for,3,4,4
2496,34,good,4,5,6
2496,34,story,4,4,6
2497,104,Adam,3,5,6
2497,104,Sandler,6,6,6
2498,216,Adam,3,5,6
2498,216,Sandler,6,6,6
2499,216,stop,4,5,6
2499,216,looking,6,6,7
2499,216,at,3,5,6
2499,216,me,4,5,5
2499,216,swan,4,4,6
2500,318,Morgan,5,6,5
2500,318,Freeman,7,7,6
2501,541,androids,7,8,7
2502,541,artificial,9,9,8
2502,541,intelligence,12,11,9
2503,541,atmospheric,10,11,10
2504,541,cyberpunk,7,8,7
2505,541,future,5,4,5
2506,541,mindfuck,6,7,8
2507,541,Philip,6,6,6
2507,541,K.,4,5,6
2507,541,Dick,3,5,6
2508,589,Scifi,5,5,6
2508,589,masterpiece,9,11,8
2509,593,disturbing,8,8,9
2510,593,drama,3,5,5
2511,593,gothic,6,6,6
2512,593,psychology,10,9,9
2513,593,suspense,8,6,7
2514,733,Michael,6,7,6
2514,733,Bay,3,4,6
2515,733,terrorism,8,9,7
2516,750,black,3,5,6
2516,750,comedy,6,5,5
2518,750,satire,4,6,6
2519,832,GIVE,4,5,6
2519,832,ME,4,5,6
2519,832,BACK,4,5,6
2519,832,MY,4,5,6
2519,832,SON!,4,5,6
2520,832,It,4,5,6
2520,832,was,3,5,6
2520,832,melodramatic,10,12,10
2520,832,and,3,4,6
2520,832,kind,4,4,6
2520,832,of,4,5,6
2520,832,dumb,3,4,6
2521,832,Mel,4,5,4
2521,832,Gibson,6,6,6
2522,903,Alfred,5,6,5
2522,903,Hitchcock,8,9,9
2523,903,Atmospheric,10,11,10
2524,903,imdb,4,5,6
2524,903,top,4,5,6
2524,903,250,4,5,6
2525,903,James,4,5,5
2525,903,Stewart,5,7,6
2526,904,imdb,4,5,6
2526,904,top,4,5,6
2526,904,250,4,5,6
2527,904,James,4,5,5
2527,904,Stewart,5,7,6
2528,904,mystery,6,6,6
2529,904,photographer,11,12,11
2530,904,photography,10,10,10
2531,908,Alfred,5,6,5
2531,908,Hitchcock,8,9,9
2532,908,imdb,4,5,6
2532,908,top,4,5,6
2532,908,250,4,5,6
2533,922,eerie,4,5,4
2534,922,movie,5,5,6
2534,922,business,8,6,7
2535,1089,humorous,7,7,7
2536,1089,neo-noir,8,7,7
2538,1089,religion,8,8,7
2539,1089,Tarantino,7,7,8
2540,1196,classic,6,7,7
2541,1196,George,5,6,5
2541,1196,Lucas,5,4,6
2542,1196,Harrison,6,8,7
2542,1196,Ford,3,5,5
2543,1196,music,5,4,6
2544,1196,original,8,7,7
2544,1196,plot,4,5,6
2545,1196,sci-fi,6,6,6
2546,1196,sequel,6,6,4
2548,1219,black,3,5,6
2548,1219,and,3,4,6
2548,1219,white,5,5,6
2549,1219,imdb,4,5,6
2549,1219,top,4,5,6
2549,1219,250,4,5,6
2550,1219,remade,5,6,5
2551,1222,anti-war,7,8,8
2552,1274,animation,8,9,9
2553,1274,anime,5,5,6
2554,1274,visually,7,6,6
2554,1274,stunning,8,5,8
2555,2393,cameo:Whoopi,11,12,11
2555,2393,Goldberg,6,8,7
2556,2393,space,4,5,6
2556,2393,opera,4,5,5
2557,2393,Star,3,5,6
2557,2393,Trek,3,5,4
2558,2694,Adam,3,5,6
2558,2694,Sandler,6,6,6
2559,2706,best,4,5,5
2559,2706,comedy,6,5,5
2560,2706,Chris,4,5,5
2560,2706,Klein,5,5,5
2561,2706,dumb,3,4,6
2562,2706,Jason,4,5,6
2562,2706,Biggs,5,5,6
2563,2706,not,4,4,6
2563,2706,funny,5,0,5
2564,2706,pizza,5,5,6
2564,2706,beer,4,5,4
2565,2706,Seann,4,4,5
2565,2706,William,7,7,7
2565,2706,Scott,5,5,6
2566,2706,teen,4,4,4
2567,2761,animation,8,9,9
2568,3000,adventure,7,8,8
2569,3000,atmospheric,10,11,10
2570,3000,fantasy,6,4,6
2570,3000,world,4,5,4
2571,3000,Studio,6,5,6
2571,3000,Ghibli,6,6,5
2572,3000,surreal,6,6,4
2574,3527,Arnold,6,5,5
2574,3527,Schwarzenegger,12,13,12
2575,3527,dialogue,6,8,8
2576,3527,guns,4,3,6
2577,3527,Jesse,5,5,5
2577,3527,Ventura,6,6,6
2578,3527,macho,4,5,6
2581,3994,atmospheric,10,11,10
2582,3994,comics,6,6,6
2583,3994,father-son,8,9,7
2583,3994,relationship,11,11,11
2584,3994,mindfuck,6,7,8
2585,3994,unique,6,5,6
2588,4454,claymation,9,10,10
2589,4454,creativity,9,9,9
2590,4454,dystopia,7,8,8
2591,4454,free,4,4,3
2591,4454,to,4,5,6
2591,4454,download,7,7,7
2592,4454,imagination,10,10,11
2593,4454,no,4,4,6
2593,4454,dialogue,6,8,8
2594,4454,social,6,6,5
2594,4454,commentary,8,8,9
2595,4725,mental,6,5,4
2595,4725,hospital,8,8,7
2596,4725,psychology,10,9,9
2597,4725,suspense,8,6,7
2598,4725,Well,4,5,3
2598,4725,Done,4,4,5
2601,4878,mental,6,5,4
2601,4878,illness,7,6,6
2602,4878,psychology,10,9,9
2603,4878,social,6,6,5
2603,4878,commentary,8,8,9
2604,4878,teen,4,4,4
2605,4878,thought-provoking,15,15,16
2606,5459,crappy,5,5,6
2606,5459,sequel,6,6,4
2607,5459,first,4,4,4
2607,5459,was,3,5,6
2607,5459,much,4,4,6
2607,5459,better,6,6,5
2608,5459,sequel,6,6,4
2609,7361,cult,4,4,5
2609,7361,film,4,4,4
2610,7361,imagination,10,10,11
2611,7361,Jim,4,5,6
2611,7361,Carrey,4,5,5
2612,7361,love,4,5,5
2613,7361,surreal,6,6,4
2614,7439,comic,5,5,6
2614,7439,book,3,5,6
2615,8783,Atmospheric,10,11,10
2616,8783,good,4,5,6
2616,8783,soundtrack,7,8,9
2617,8783,M.,4,5,6
2617,8783,Night,5,5,6
2617,8783,Shyamalan,8,9,8
2618,8961,animation,8,9,9
2619,8961,Samuel,5,6,5
2619,8961,L.,4,5,6
2619,8961,Jackson,5,7,7
2620,41569,big,4,5,6
2620,41569,budget,5,5,6
2621,42422,love,4,5,5
2622,45499,Halle,4,5,5
2622,45499,Berry,4,4,4
2623,45499,Hugh,4,4,6
2623,45499,Jackman,5,7,7
2624,45730,bad,3,5,6
2625,45730,disappointing,11,11,13
2626,45730,faerie,4,5,4
2626,45730,tale,3,5,5
2627,45730,fairy,3,3,5
2627,45730,tale,3,5,5
2628,45730,far,2,4,4
2628,45730,fetched,7,6,5
2629,45730,M.,4,5,6
2629,45730,Night,5,5,6
2629,45730,Shyamalan,8,9,8
2630,45730,Paul,3,5,5
2630,45730,Giamatti,7,8,8
2631,47610,costume,7,7,7
2631,47610,drama,3,5,5
2632,47610,Edward,3,6,6
2632,47610,Norton,5,6,5
2633,47610,magic,4,5,6
2634,47610,Paul,3,5,5
2634,47610,Giamatti,7,8,8
2635,52885,dreamlike,6,9,7
2636,53468,zombies,7,7,7
2637,54503,friendship,9,8,8
2638,54503,high,4,5,6
2638,54503,school,6,6,5
2639,54503,Michael,6,7,6
2639,54503,Cera,3,5,4
2640,54503,nerds,4,5,4
2641,54503,self,4,5,4
2641,54503,discovery,7,8,8
2642,54503,shenanigans,10,9,10
2643,54503,virginity,8,7,8
2644,55167,anime,5,5,6
2645,56174,alone,5,4,6
2645,56174,in,4,4,6
2645,56174,the,4,5,5
2645,56174,world,4,5,4
2646,56174,apocalypse,9,9,9
2647,56174,based,4,5,5
2647,56174,on,4,4,6
2647,56174,a,3,5,6
2647,56174,book,3,5,6
2648,56174,last,3,5,6
2648,56174,man,3,4,6
2648,56174,on,4,4,6
2648,56174,earth,3,5,5
2649,56174,plot,4,5,6
2649,56174,holes,5,5,5
2650,56174,Post,4,5,6
2650,56174,apocalyptic,10,10,10
2651,56174,post-apocalyptic,15,15,15
2652,56174,religion,8,8,7
2653,56174,vampire,5,7,7
2654,56367,Michael,6,7,6
2654,56367,Cera,3,5,4
2655,56367,notable,6,7,6
2655,56367,soundtrack,7,8,9
2656,56367,pregnancy,8,6,8
2657,56367,teenage,6,6,6
2657,56367,pregnancy,8,6,8
2658,56367,witty,5,4,6
2659,57669,black,3,5,6
2659,57669,comedy,6,5,5
2660,57669,Colin,5,5,6
2660,57669,Farrell,5,7,3
2661,57669,dark,0,5,5
2661,57669,comedy,6,5,5
2662,57669,drugs,4,5,5
2663,57669,friendship,9,8,8
2664,57669,irreverent,9,9,7
2665,57669,Ralph,4,5,6
2665,57669,Fiennes,7,5,6
2666,57669,stylized,8,8,8
2667,59141,movies,6,6,6
2667,59141,about,5,5,6
2667,59141,movies,6,6,6
2668,60069,last,3,5,6
2668,60069,man,3,4,6
2668,60069,on,4,4,6
2668,60069,earth,3,5,5
2669,60069,love,4,5,5
2669,60069,story,4,4,6
2670,60069,Post,4,5,6
2670,60069,apocalyptic,10,10,10
2671,60069,social,6,6,5
2671,60069,commentary,8,8,9
2672,61323,Brad,4,5,5
2672,61323,Pitt,4,5,6
2673,61323,Coen,4,4,5
2673,61323,Bros,4,5,5
2674,61323,Coen,4,4,5
2674,61323,Brothers,7,8,7
2676,61323,espionage,8,8,9
2677,61323,George,5,6,5
2677,61323,Clooney,7,5,7
2678,61323,John,4,4,6
2678,61323,Malkovich,7,9,9
2679,61323,satire,4,6,6
2680,61323,twists,6,6,6
2680,61323,&,4,5,6
2680,61323,turns,4,3,5
2681,61323,weird,4,5,5
2682,62336,2D,4,5,6
2682,62336,animation,8,9,9
2683,62336,cult,4,4,5
2683,62336,film,4,4,4
2684,62336,stylish,7,7,7
2685,62336,surreal,6,6,4
2686,66934,joss,4,5,6
2686,66934,whedon,6,6,6
2687,66934,Nathan,5,6,6
2687,66934,Fillion,7,7,7
2688,66934,Neil,4,5,4
2688,66934,Patrick,4,7,6
2688,66934,Harris,4,6,5
2689,66934,parody,4,5,5
2690,67087,Andy,4,3,6
2690,67087,Samberg,5,7,6
2691,67087,bromance,7,7,8
2692,67087,bromantic,8,8,9
2693,67087,comedy,6,5,5
2694,67087,Jaime,4,5,6
2694,67087,Pressly,7,6,5
2695,67087,Jason,4,5,6
2695,67087,Segel,5,5,3
2696,67087,masculinity,10,8,10
2697,67087,Paul,3,5,5
2697,67087,Rudd,4,4,6
2698,68237,2001-like,8,9,8
2699,68237,Sci-fi,6,6,6
2700,68237,solitude,8,8,8
2701,68319,bad,3,5,6
2701,68319,plot,4,5,6
2703,68319,hugh,4,4,6
2703,68319,jackman,5,7,7
2704,68319,Ryan,4,4,6
2704,68319,Reynolds,8,7,6
2705,68319,too,4,5,6
2705,68319,many,3,3,6
2705,68319,characters,8,10,8
2706,68358,future,5,4,5
2707,68358,lack,2,5,6
2707,68358,of,4,5,6
2707,68358,development,10,10,8
2708,68358,lack,2,5,6
2708,68358,of,4,5,6
2708,68358,story,4,4,6
2709,68358,quick,4,4,6
2709,68358,cuts,4,4,6
2710,68358,sci-fi,6,6,6
2711,68358,Simon,5,5,6
2711,68358,Pegg,4,5,5
2712,68358,space,4,5,6
2713,68358,space,4,5,6
2713,68358,travel,5,6,5
2714,68358,time,4,5,5
2714,68358,travel,5,6,5
2715,68791,artificial,9,9,8
2715,68791,intelligence,12,11,9
2716,68791,bad,3,5,6
2716,68791,acting,6,5,6
2717,68791,bad,3,5,6
2717,68791,plot,4,5,6
2718,68791,bad,3,5,6
2718,68791,script,5,6,5
2719,68791,Christian,8,9,8
2719,68791,Bale,3,5,5
2720,68791,FIGHTING,8,8,8
2720,68791,THE,4,5,6
2720,68791,SYSTEM,6,6,6
2721,68791,franchise,8,7,8
2722,68791,new,4,4,5
2722,68791,composer,8,8,8
2723,68791,post-apocalyptic,15,15,15
2724,68791,robots,6,6,6
2725,68791,sci-fi,6,6,6
2726,68791,sequel,6,6,4
2727,68945,Recap,5,5,5
2728,69526,bad,3,5,6
2728,69526,plot,4,5,6
2729,69526,Michael,6,7,6
2729,69526,Bay,3,4,6
2730,69526,needed,6,6,5
2730,69526,more,3,5,4
2730,69526,autobots,8,7,8
2731,69526,plot,4,5,6
2731,69526,holes,5,5,5
2732,69526,ridiculous,9,9,9
2733,69526,Shia,4,5,6
2733,69526,LaBeouf,6,7,6
2734,69526,stop,4,5,6
2734,69526,using,5,4,6
2734,69526,useless,7,7,5
2734,69526,characters,8,10,8
2734,69526,for,3,4,4
2734,69526,filler,6,5,5
2735,69757,artistic,7,8,8
2736,69757,Funny,5,1,6
2737,69757,humorous,7,7,7
2738,69757,inspiring,8,8,8
2739,69757,intelligent,11,10,8
2740,69757,quirky,4,4,6
2741,69757,romance,6,6,7
2742,69757,Zooey,5,4,5
2742,69757,Deschanel,8,8,7
2743,70286,intelligent,11,10,8
2743,70286,sci-fi,6,6,6
2744,72224,bad,3,5,6
2744,72224,humor,5,4,6
2745,72998,bad,3,5,6
2745,72998,science,7,6,6
2746,72998,futuristic,9,8,8
2747,72998,graphic,6,7,7
2747,72998,design,5,6,5
2748,72998,James,4,5,5
2748,72998,Cameron,5,7,6
2749,72998,military,6,7,8
2750,72998,poor,4,5,6
2750,72998,dialogue,6,8,8
2751,72998,sci-fi,6,6,6
2752,72998,superficial,10,10,8
2752,72998,plot,4,5,6
2753,72998,unoriginal,9,8,8
2754,72998,white,5,5,6
2754,72998,guilt,5,4,5
2755,79132,dreamlike,6,9,7
2756,79132,surreal,6,6,4
2758,79702,geeky,4,4,4
2759,79702,Michael,6,7,6
2759,79702,Cera,3,5,4
2760,79702,stylized,8,8,8
2761,79702,video,5,5,5
2761,79702,games,4,5,5
2762,82242,male,3,5,5
2762,82242,nudity,5,4,6
2763,82461,action,6,6,6
2763,82461,choreography,11,11,10
2764,82461,Horrid,5,6,5
2764,82461,characterisation,14,16,14
2765,82461,Poor,4,5,6
2765,82461,plot,4,5,6
2765,82461,development,10,10,8
2766,82461,sequel,6,6,4
2767,82461,soundtrack,7,8,9
2768,112552,passion,6,7,7
2769,112552,psychological,13,13,11
2770,112552,suspense,8,6,7
2771,112552,jazz,3,5,6
2772,112552,music,5,4,6
2773,112552,tense,5,4,5
2774,80834,adventure,7,8,8
2775,80834,animation,8,9,9
2776,80834,fantasy,6,4,6
2777,750,purity,5,4,5
2777,750,of,4,5,6
2777,750,essence,7,6,6
2778,750,Slim,4,5,6
2778,750,Pickens,6,6,6
2779,6787,Deep,4,5,4
2779,6787,Throat,5,6,5
2780,3039,Dan,3,4,6
2780,3039,Aykroyd,6,6,6
2781,60516,enjoyable,8,8,8
2782,356,bubba,5,4,6
2782,356,gump,4,4,6
2782,356,shrimp,5,6,5
2783,356,lieutenant,9,7,8
2783,356,dan,2,4,6
2784,356,stupid,6,5,6
2784,356,is,4,5,6
2784,356,as,3,5,6
2784,356,stupid,6,5,6
2784,356,does,3,5,5
2785,527,based,4,5,5
2785,527,on,4,4,6
2785,527,a,3,5,6
2785,527,true,4,5,5
2785,527,story,4,4,6
2786,527,biography,8,8,8
2787,527,disturbing,8,8,9
2788,527,holocaust,8,9,9
2790,1721,romance,6,6,7
2791,2329,edward,3,6,6
2791,2329,norton,5,6,5
2792,2329,emotional,9,8,8
2793,2329,politics,8,8,8
2794,2571,philosophy,10,9,10
2795,2571,post,4,5,6
2795,2571,apocalyptic,10,10,10
2796,3949,depressing,8,9,7
2797,3949,psychology,10,9,9
2798,5989,cheating,7,7,7
2799,5989,intelligent,11,10,8
2800,5989,Leonardo,6,7,7
2800,5989,DiCaprio,6,8,8
2801,5989,lies,4,5,5
2802,5989,smart,3,5,6
2803,5989,Tom,4,5,6
2803,5989,Hanks,3,4,6
2804,5989,twists,6,6,6
2804,5989,&,4,5,6
2804,5989,turns,4,3,5
2805,8533,memory,5,5,5
2805,8533,loss,4,5,6
2806,8533,romance,6,6,7
2807,8533,sad,3,5,6
2808,55765,corruption,9,9,9
2809,55765,Denzel,6,5,4
2809,55765,Washington,9,9,10
2810,55765,mafia,4,5,6
2811,55765,organized,8,8,9
2811,55765,crime,5,5,5
2812,58295,heist,5,5,5
2813,58295,robbery,6,6,6
2814,58295,small,4,5,4
2814,58295,time,4,5,5
2814,58295,criminals,8,8,8
2815,69122,casino,5,5,6
2816,69122,comedy,6,5,5
2817,69122,funny,5,0,5
2818,69122,hotel,5,5,4
2819,69122,Las,3,5,6
2819,69122,Vegas,5,5,5
2820,69481,war,2,5,5
2821,72998,beautiful,8,8,7
2821,72998,scenery,6,5,5
2823,72998,music,5,4,6
2824,72998,politics,8,8,8
2825,72998,romance,6,6,7
2826,72998,thought-provoking,15,15,16
2827,72998,too,4,5,6
2827,72998,long,4,4,6
2828,72998,visually,7,6,6
2828,72998,stunning,8,5,8
2829,79132,big,4,5,6
2829,79132,budget,5,5,6
2830,79132,clever,6,6,5
2831,79132,complicated,10,11,10
2832,79132,dead,3,5,5
2832,79132,wife,4,5,5
2833,79132,great,5,5,4
2833,79132,soundtrack,7,8,9
2834,79132,heist,5,5,5
2835,79132,intellectual,12,12,9
2836,79132,mindfuck,6,7,8
2837,79132,philosophy,10,9,10
2838,79132,psychological,13,13,11
2839,79132,psychology,10,9,9
2840,79132,suspense,8,6,7
2842,80489,crime,5,5,5
2843,80489,FBI,4,5,6
2844,80489,romance,6,6,7
2845,80489,too,4,5,6
2845,80489,much,4,4,6
2845,80489,love,4,5,5
2845,80489,interest,7,8,5
2846,80906,business,8,6,7
2847,80906,corruption,9,9,9
2848,80906,economics,9,8,9
2849,80906,investor,8,8,7
2849,80906,corruption,9,9,9
2850,80906,politics,8,8,8
2851,80906,truth,5,5,5
2852,89745,Captain,6,7,7
2852,89745,America,6,7,5
2853,89745,silly,5,4,5
2854,89745,superhero,8,8,6
2855,89745,superhero,8,8,6
2855,89745,team,4,5,5
2856,90439,bank,2,4,6
2857,90439,big,4,5,6
2857,90439,corporations,11,11,11
2858,90439,business,8,6,7
2859,90439,corruption,9,9,9
2860,90439,financial,8,6,7
2860,90439,crisis,6,6,6
2861,90439,Kevin,5,5,5
2861,90439,Spacey,5,5,6
2862,90439,realistic,8,9,8
2863,90439,suspense,8,6,7
2864,90439,Wall,3,5,4
2864,90439,Street,5,6,4
2865,92259,emotional,9,8,8
2866,92259,sexuality,8,7,7
2867,95067,interesting,10,10,8
2867,95067,scenario,6,7,7
2868,95441,crude,5,5,5
2868,95441,humor,5,4,6
2869,97304,cia,4,5,6
2870,97304,politics,8,8,8
2871,97304,Thrilling,8,8,6
2873,104218,Adam,3,5,6
2873,104218,Sandler,6,6,6
2874,104841,cliche,6,6,6
2874,104841,characters,8,10,8
2875,104841,long,4,4,6
2875,104841,shots,5,5,6
2876,104841,predictable,9,11,9
2877,104841,Simple,6,6,5
2878,104841,slow,4,5,6
2878,104841,action,6,6,6
2879,104841,visually,7,6,6
2879,104841,appealing,8,8,7
2880,105504,hostage,6,7,7
2881,105504,ocean,5,5,5
2882,105504,suspense,8,6,7
2883,106782,Stock,4,5,6
2883,106782,Market,3,6,5
2884,106782,Wall,3,5,4
2884,106782,Street,5,6,4
2885,85565,Comedy,6,5,5
2886,1,fun,4,2,5
2887,101,off-beat,8,7,6
2887,101,comedy,6,5,5
2888,101,quirky,4,4,6
2889,308,cynical,7,6,6
2890,356,bittersweet,10,11,8
2891,356,emotional,9,8,8
2892,356,heartwarming,10,11,10
2893,356,touching,8,6,8
2895,541,dreamlike,6,9,7
2896,541,existentialism,13,13,12
2897,541,philosophical,13,13,12
2900,750,Quirky,4,4,6
2901,1203,claustrophobic,12,13,13
2902,1203,confrontational,14,12,13
2903,1203,earnest,5,6,5
2904,1203,good,4,5,6
2904,1203,dialogue,6,8,8
2905,1203,great,5,5,4
2905,1203,screenplay,9,8,7
2906,1203,gritty,6,5,6
2907,1203,Motivational,11,11,11
2908,1203,thought-provoking,15,15,16
2909,1237,atmospheric,10,11,10
2910,1237,cerebral,7,8,4
2911,1237,existentialism,13,13,12
2912,1237,philosophical,13,13,12
2913,1237,reflective,10,9,8
2914,1260,atmospheric,10,11,10
2915,1260,chilly,6,5,5
2916,1260,creepy,6,5,5
2917,1260,menacing,7,6,7
2918,1260,mental,6,5,4
2918,1260,illness,7,6,6
2919,1260,oninous,7,6,7
2920,1653,intelligent,11,10,8
2921,1653,thought-provoking,15,15,16
2922,1704,heartwarming,10,11,10
2924,1916,avant-garde,9,10,11
2924,1916,romantic,7,7,8
2924,1916,comedy,6,5,5
2925,1916,elegiac,7,7,6
2926,1916,melancholy,9,8,8
2927,1916,quirky,4,4,6
2928,1916,wry,3,4,5
2929,1921,artsy,4,4,5
2930,1921,atmospheric,10,11,10
2931,1921,cerebral,7,8,4
2932,1921,enigmatic,8,9,9
2933,1921,existentialism,13,13,12
2935,1921,insanity,7,6,8
2936,1921,paranoia,6,7,7
2938,1921,surreal,6,6,4
2939,1921,tense,5,4,5
2940,1921,visually,7,6,6
2940,1921,appealing,8,8,7
2941,2138,atmospheric,10,11,10
2942,2138,beautiful,8,8,7
2943,2324,bittersweet,10,11,8
2944,2324,emotional,9,8,8
2945,2324,Heartwarming,10,11,10
2946,2324,poignant,7,6,8
2947,2324,sentimental,11,9,8
2948,2324,tear,3,5,5
2948,2324,jerker,4,6,4
2949,2324,tearjerking,8,10,8
2950,2731,emotional,9,8,8
2951,2731,gentle,6,5,4
2952,2731,heartwarming,10,11,10
2953,2731,lyrical,6,7,5
2954,2731,reflective,10,9,8
2955,3134,downbeat,7,7,7
2956,3134,poignant,7,6,8
2957,3266,black,3,5,6
2957,3266,comedy,6,5,5
2958,3266,crazy,4,4,5
2959,3266,dark,0,5,5
2960,3266,dark,0,5,5
2960,3266,comedy,6,5,5
2961,3266,dark,0,5,5
2961,3266,humor,5,4,6
2962,3266,serial,5,6,3
2962,3266,killer,6,6,6
2963,3424,great,5,5,4
2963,3424,cinematography,12,12,12
2964,3671,dark,0,5,5
2964,3671,humor,5,4,6
2965,3671,easygoing,8,8,9
2966,3671,silly,5,4,5
2967,3676,art,2,5,5
2967,3676,house,5,5,6
2968,3676,Atmospheric,10,11,10
2969,3676,creepy,6,5,5
2970,3676,cryptic,7,7,7
2971,3676,dark,0,5,5
2972,3676,disturbing,8,8,9
2973,3676,dreamlike,6,9,7
2974,3676,enigmatic,8,9,9
2975,3676,fucked,5,4,5
2975,3676,up,4,4,6
2976,3676,gruesome,8,7,7
2977,3676,hallucinatory,11,10,13
2978,3676,Insane,5,5,6
2979,3676,paranoid,6,7,7
2980,3676,strange,6,6,6
2981,3676,surreal,6,6,4
2982,3676,weird,4,5,5
2984,3994,somber,6,6,6
2985,4144,atmospheric,10,11,10
2986,4144,Beautiful,8,8,7
2987,4144,bittersweet,10,11,8
2988,4144,dreamy,4,5,5
2989,4144,elegant,6,6,6
2990,4144,heartbreaking,10,12,10
2991,4144,intimate,7,8,8
2992,4144,loneliness,10,8,8
2993,4144,long,4,4,6
2993,4144,takes,4,5,5
2994,4144,longing,7,5,7
2995,4144,melancholic,10,10,9
2996,4144,melancholy,9,8,8
2997,4144,moody,5,4,6
2998,4144,nocturnal,8,7,7
2999,4144,romantic,7,7,8
3000,4144,Unique,6,6,6
3001,4144,visually,7,6,6
3001,4144,appealing,8,8,7
3002,4144,visually,7,6,6
3002,4144,stunning,8,5,8
3003,4226,cerebral,7,8,4
3004,4226,dreamlike,6,9,7
3005,4552,"""artsy""",5,6,6
3006,4552,atmospheric,10,11,10
3007,4552,gritty,6,5,6
3008,4552,hallucinatory,11,10,13
3009,4552,surreal,6,6,4
3010,4552,visually,7,6,6
3010,4552,stunning,8,5,8
3012,4878,cerebral,7,8,4
3014,4878,enigmatic,8,9,9
3017,4878,mindfuck,6,7,8
3018,4878,philosophy,10,9,10
3020,4878,quirky,4,4,6
3023,4878,weird,4,5,5
3024,5673,anger,5,5,5
3025,5673,awkward,5,7,7
3026,5673,bittersweet,10,11,8
3027,5673,hallucinatory,11,10,13
3028,5673,quirky,4,4,6
3029,5673,sad,3,5,6
3030,5673,surreal,6,6,4
3031,5673,symbolism,9,9,8
3032,5673,tense,5,4,5
3033,5673,unconventional,14,12,12
3034,5673,unique,6,5,6
3035,5673,wistful,7,7,6
3036,5690,beautiful,8,8,7
3037,5690,downbeat,7,7,7
3038,5690,grim,4,5,5
3039,5690,poignant,7,6,8
